,type,id,attributes.board_time,attributes.custom_image,attributes.description,attributes.discount_percentage,attributes.end_time,attributes.flash_sale_line_score,attributes.is_promo,attributes.line_score,attributes.projection_type,attributes.rank,attributes.refundable,attributes.start_time,attributes.stat_type,attributes.status,attributes.tv_channel,attributes.updated_at,relationships.duration.data,relationships.league.data.type,relationships.league.data.id,relationships.new_player.data.type,relationships.new_player.data.id,relationships.projection_type.data.type,relationships.projection_type.data.id,relationships.stat_type.data.type,relationships.stat_type.data.id
336,projection,1127678,2023-03-07T11:00:00-05:00,,GSW,,,,False,38.5,Fantasy Score,251,True,2023-03-07T20:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T11:50:10-05:00,,league,7,new_player,54138,projection_type,1,stat_type,14
337,projection,1126651,2023-03-06T22:45:00-05:00,,OKC,,,,False,1.5,Single Stat,252,True,2023-03-07T20:10:00-05:00,Turnovers,pre_game,,2023-03-06T22:49:15-05:00,,league,7,new_player,58731,projection_type,2,stat_type,24
338,projection,1127679,2023-03-07T11:00:00-05:00,,OKC,,,,False,33.5,Fantasy Score,252,True,2023-03-07T20:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T11:50:10-05:00,,league,7,new_player,58731,projection_type,1,stat_type,14
339,projection,1126679,2023-03-06T22:52:00-05:00,,OKC,,,,False,25.5,Single Stat,252,True,2023-03-07T20:10:00-05:00,Pts+Asts,pre_game,,2023-03-06T22:59:23-05:00,,league,7,new_player,58731,projection_type,2,stat_type,244
340,projection,1126617,2023-03-06T22:35:00-05:00,,OKC,,,,False,23.5,Single Stat,252,True,2023-03-07T20:10:00-05:00,Points,pre_game,,2023-03-06T22:37:04-05:00,,league,7,new_player,58731,projection_type,2,stat_type,19
341,projection,1126641,2023-03-06T22:41:00-05:00,,OKC,,,,False,4.5,Single Stat,252,True,2023-03-07T20:10:00-05:00,Rebounds,pre_game,,2023-03-06T22:44:45-05:00,,league,7,new_player,58731,projection_type,2,stat_type,22
342,projection,1126655,2023-03-06T22:48:00-05:00,,OKC,,,,False,30.5,Single Stat,252,True,2023-03-07T20:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T22:53:25-05:00,,league,7,new_player,58731,projection_type,2,stat_type,106
343,projection,1126673,2023-03-06T22:50:00-05:00,,OKC,,,,False,27.5,Single Stat,252,True,2023-03-07T20:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T22:53:19-05:00,,league,7,new_player,58731,projection_type,2,stat_type,243
344,projection,1126674,2023-03-06T22:50:00-05:00,,GSW,,,,False,19.5,Single Stat,253,True,2023-03-07T20:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:23:35-05:00,,league,7,new_player,10798,projection_type,2,stat_type,243
345,projection,1126656,2023-03-06T22:48:00-05:00,,GSW,,,,False,21.5,Single Stat,253,True,2023-03-07T20:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T22:51:36-05:00,,league,7,new_player,10798,projection_type,2,stat_type,106
346,projection,1126642,2023-03-06T22:41:00-05:00,,GSW,,,,False,4.0,Single Stat,253,True,2023-03-07T20:10:00-05:00,Rebounds,pre_game,,2023-03-06T22:57:44-05:00,,league,7,new_player,10798,projection_type,2,stat_type,22
347,projection,1126680,2023-03-06T22:52:00-05:00,,GSW,,,,False,16.5,Single Stat,253,True,2023-03-07T20:10:00-05:00,Pts+Asts,pre_game,,2023-03-06T23:01:51-05:00,,league,7,new_player,10798,projection_type,2,stat_type,244
348,projection,1127680,2023-03-07T11:00:00-05:00,,GSW,,,,False,25.0,Fantasy Score,253,True,2023-03-07T20:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T11:57:50-05:00,,league,7,new_player,10798,projection_type,1,stat_type,14
349,projection,1126618,2023-03-06T22:35:00-05:00,,GSW,,,,False,14.5,Single Stat,253,True,2023-03-07T20:10:00-05:00,Points,pre_game,,2023-03-06T22:38:37-05:00,,league,7,new_player,10798,projection_type,2,stat_type,19
350,projection,1126643,2023-03-06T22:41:00-05:00,,GSW,,,,False,5.0,Single Stat,254,True,2023-03-07T20:10:00-05:00,Rebounds,pre_game,,2023-03-07T09:49:47-05:00,,league,7,new_player,2243,projection_type,2,stat_type,22
351,projection,1127681,2023-03-07T11:00:00-05:00,,OKC,,,,False,42.0,Fantasy Score,254,True,2023-03-07T20:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T11:50:10-05:00,,league,7,new_player,57210,projection_type,1,stat_type,14
352,projection,1126675,2023-03-06T22:50:00-05:00,,GSW,,,,False,36.5,Single Stat,254,True,2023-03-07T20:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:39:13-05:00,,league,7,new_player,2243,projection_type,2,stat_type,243
353,projection,1126681,2023-03-06T22:52:00-05:00,,GSW,,,,False,37.5,Single Stat,254,True,2023-03-07T20:10:00-05:00,Pts+Asts,pre_game,,2023-03-06T23:06:49-05:00,,league,7,new_player,2243,projection_type,2,stat_type,244
354,projection,1126619,2023-03-06T22:35:00-05:00,,GSW,,,,False,30.5,Single Stat,254,True,2023-03-07T20:10:00-05:00,Points,pre_game,,2023-03-06T22:37:04-05:00,,league,7,new_player,2243,projection_type,2,stat_type,19
355,projection,1126657,2023-03-06T22:48:00-05:00,,GSW,,,,False,42.5,Single Stat,254,True,2023-03-07T20:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T22:54:07-05:00,,league,7,new_player,2243,projection_type,2,stat_type,106
356,projection,1126685,2023-03-06T22:53:00-05:00,,GSW,,,,False,11.5,Single Stat,254,True,2023-03-07T20:10:00-05:00,Rebs+Asts,pre_game,,2023-03-06T23:05:58-05:00,,league,7,new_player,2243,projection_type,2,stat_type,245
357,projection,1126647,2023-03-06T22:42:00-05:00,,GSW,,,,False,6.0,Single Stat,254,True,2023-03-07T20:10:00-05:00,Assists,pre_game,,2023-03-06T22:49:12-05:00,,league,7,new_player,2243,projection_type,2,stat_type,20
358,projection,1126652,2023-03-06T22:45:00-05:00,,OKC,,,,False,2.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Turnovers,pre_game,,2023-03-06T22:50:57-05:00,,league,7,new_player,57210,projection_type,2,stat_type,24
359,projection,1126676,2023-03-06T22:50:00-05:00,,OKC,,,,False,31.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:05:50-05:00,,league,7,new_player,57210,projection_type,2,stat_type,243
360,projection,1126649,2023-03-06T22:44:00-05:00,,OKC,,,,False,4.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,3-PT Made,pre_game,,2023-03-06T22:48:17-05:00,,league,7,new_player,57210,projection_type,2,stat_type,31
361,projection,1126648,2023-03-06T22:42:00-05:00,,OKC,,,,False,5.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Assists,pre_game,,2023-03-06T22:44:52-05:00,,league,7,new_player,57210,projection_type,2,stat_type,20
362,projection,1127682,2023-03-07T11:00:00-05:00,,GSW,,,,False,50.0,Fantasy Score,255,True,2023-03-07T20:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T11:49:43-05:00,,league,7,new_player,2243,projection_type,1,stat_type,14
363,projection,1126686,2023-03-06T22:53:00-05:00,,OKC,,,,False,10.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Rebs+Asts,pre_game,,2023-03-06T23:00:49-05:00,,league,7,new_player,57210,projection_type,2,stat_type,245
364,projection,1126682,2023-03-06T22:52:00-05:00,,OKC,,,,False,32.0,Single Stat,255,True,2023-03-07T20:10:00-05:00,Pts+Asts,pre_game,,2023-03-07T12:42:37-05:00,,league,7,new_player,57210,projection_type,2,stat_type,244
365,projection,1127723,2023-03-07T11:00:00-05:00,,GSW,,,,False,1.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Steals,pre_game,,2023-03-07T12:00:47-05:00,,league,7,new_player,2243,projection_type,2,stat_type,23
366,projection,1126658,2023-03-06T22:48:00-05:00,,OKC,,,,False,37.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-07T15:53:14-05:00,,league,7,new_player,57210,projection_type,2,stat_type,106
367,projection,1126644,2023-03-06T22:41:00-05:00,,OKC,,,,False,5.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Rebounds,pre_game,,2023-03-06T22:44:58-05:00,,league,7,new_player,57210,projection_type,2,stat_type,22
368,projection,1126620,2023-03-06T22:35:00-05:00,,OKC,,,,False,26.5,Single Stat,255,True,2023-03-07T20:10:00-05:00,Points,pre_game,,2023-03-07T09:53:48-05:00,,league,7,new_player,57210,projection_type,2,stat_type,19
369,projection,1128347,2023-03-07T13:27:00-05:00,,GSW,,,,False,9.5,Single Stat,275,True,2023-03-07T20:00:00-05:00,Free Throws Made,pre_game,,2023-03-07T14:15:45-05:00,,league,7,new_player,2243,projection_type,2,stat_type,68
370,projection,1128305,2023-03-07T13:08:00-05:00,,OKC,,,,False,5.5,Single Stat,275,True,2023-03-07T20:10:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:57:04-05:00,,league,7,new_player,57210,projection_type,2,stat_type,68
371,projection,1128348,2023-03-07T13:27:00-05:00,,GSW,,,,False,0.5,Single Stat,276,True,2023-03-07T20:00:00-05:00,Free Throws Made,pre_game,,2023-03-07T14:15:34-05:00,,league,7,new_player,54138,projection_type,2,stat_type,68
372,projection,1128306,2023-03-07T13:08:00-05:00,,OKC,,,,False,3.0,Single Stat,276,True,2023-03-07T20:10:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:55:30-05:00,,league,7,new_player,54044,projection_type,2,stat_type,68
373,projection,1128307,2023-03-07T13:08:00-05:00,,OKC,,,,False,2.0,Single Stat,277,True,2023-03-07T20:10:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:55:53-05:00,,league,7,new_player,58731,projection_type,2,stat_type,68
374,projection,1128308,2023-03-07T13:08:00-05:00,,OKC,,,,False,1.0,Single Stat,278,True,2023-03-07T20:10:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:57:04-05:00,,league,7,new_player,54811,projection_type,2,stat_type,68
375,projection,1127808,2023-03-07T11:00:00-05:00,,UTA,,,,False,42.5,Fantasy Score,301,True,2023-03-07T20:40:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:11:30-05:00,,league,7,new_player,96236,projection_type,1,stat_type,14
376,projection,1127068,2023-03-07T01:48:00-05:00,,UTA,,,,False,6.0,Single Stat,301,True,2023-03-07T20:40:00-05:00,Assists,pre_game,,2023-03-07T01:50:42-05:00,,league,7,new_player,96236,projection_type,2,stat_type,20
377,projection,1127061,2023-03-07T01:43:00-05:00,,UTA,,,,False,4.5,Single Stat,301,True,2023-03-07T20:40:00-05:00,Rebounds,pre_game,,2023-03-07T01:47:31-05:00,,league,7,new_player,96236,projection_type,2,stat_type,22
378,projection,1126953,2023-03-07T01:08:00-05:00,,UTA,,,,False,25.5,Single Stat,301,True,2023-03-07T20:40:00-05:00,Points,pre_game,,2023-03-07T01:10:09-05:00,,league,7,new_player,96236,projection_type,2,stat_type,19
379,projection,1127091,2023-03-07T02:49:00-05:00,,UTA,,,,False,30.5,Single Stat,301,True,2023-03-07T20:40:00-05:00,Pts+Rebs,pre_game,,2023-03-07T03:09:09-05:00,,league,7,new_player,96236,projection_type,2,stat_type,243
380,projection,1127073,2023-03-07T02:36:00-05:00,,UTA,,,,False,36.5,Single Stat,301,True,2023-03-07T20:40:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-07T02:37:41-05:00,,league,7,new_player,96236,projection_type,2,stat_type,106
381,projection,1127105,2023-03-07T03:01:00-05:00,,UTA,,,,False,10.5,Single Stat,301,True,2023-03-07T20:40:00-05:00,Rebs+Asts,pre_game,,2023-03-07T03:02:24-05:00,,league,7,new_player,96236,projection_type,2,stat_type,245
382,projection,1127098,2023-03-07T02:52:00-05:00,,UTA,,,,False,32.5,Single Stat,301,True,2023-03-07T20:40:00-05:00,Pts+Asts,pre_game,,2023-03-07T02:55:58-05:00,,league,7,new_player,96236,projection_type,2,stat_type,244
383,projection,1127110,2023-03-07T03:05:00-05:00,,UTA,,,,False,1.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Blks+Stls,pre_game,,2023-03-07T03:16:34-05:00,,league,7,new_player,58830,projection_type,2,stat_type,105
384,projection,1127075,2023-03-07T02:36:00-05:00,,UTA,,,,False,49.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-07T02:39:34-05:00,,league,7,new_player,58830,projection_type,2,stat_type,106
385,projection,1127100,2023-03-07T02:52:00-05:00,,UTA,,,,False,41.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Pts+Asts,pre_game,,2023-03-07T03:43:47-05:00,,league,7,new_player,58830,projection_type,2,stat_type,244
386,projection,1127093,2023-03-07T02:49:00-05:00,,UTA,,,,False,41.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Pts+Rebs,pre_game,,2023-03-07T02:52:41-05:00,,league,7,new_player,58830,projection_type,2,stat_type,243
387,projection,1127107,2023-03-07T03:01:00-05:00,,UTA,,,,False,15.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Rebs+Asts,pre_game,,2023-03-07T03:08:51-05:00,,league,7,new_player,58830,projection_type,2,stat_type,245
388,projection,1127810,2023-03-07T11:00:00-05:00,,UTA,,,,False,55.0,Fantasy Score,303,True,2023-03-07T20:40:00-05:00,Fantasy Score,pre_game,,2023-03-07T15:38:12-05:00,,league,7,new_player,58830,projection_type,1,stat_type,14
389,projection,1126955,2023-03-07T01:08:00-05:00,,UTA,,,,False,33.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Points,pre_game,,2023-03-07T01:10:45-05:00,,league,7,new_player,58830,projection_type,2,stat_type,19
390,projection,1127063,2023-03-07T01:43:00-05:00,,UTA,,,,False,8.0,Single Stat,303,True,2023-03-07T20:40:00-05:00,Rebounds,pre_game,,2023-03-07T01:45:50-05:00,,league,7,new_player,58830,projection_type,2,stat_type,22
391,projection,1127069,2023-03-07T01:48:00-05:00,,UTA,,,,False,7.5,Single Stat,303,True,2023-03-07T20:40:00-05:00,Assists,pre_game,,2023-03-07T01:51:21-05:00,,league,7,new_player,58830,projection_type,2,stat_type,20
392,projection,1127065,2023-03-07T01:43:00-05:00,,UTA,,,,False,3.5,Single Stat,305,True,2023-03-07T20:40:00-05:00,Rebounds,pre_game,,2023-03-07T01:51:19-05:00,,league,7,new_player,55600,projection_type,2,stat_type,22
393,projection,1127102,2023-03-07T02:52:00-05:00,,UTA,,,,False,10.5,Single Stat,305,True,2023-03-07T20:40:00-05:00,Pts+Asts,pre_game,,2023-03-07T03:00:22-05:00,,league,7,new_player,55600,projection_type,2,stat_type,244
394,projection,1126957,2023-03-07T01:08:00-05:00,,UTA,,,,False,8.5,Single Stat,305,True,2023-03-07T20:40:00-05:00,Points,pre_game,,2023-03-07T01:10:19-05:00,,league,7,new_player,55600,projection_type,2,stat_type,19
395,projection,1127095,2023-03-07T02:49:00-05:00,,UTA,,,,False,11.5,Single Stat,305,True,2023-03-07T20:40:00-05:00,Pts+Rebs,pre_game,,2023-03-07T02:50:57-05:00,,league,7,new_player,55600,projection_type,2,stat_type,243
396,projection,1127812,2023-03-07T11:00:00-05:00,,UTA,,,,False,17.5,Fantasy Score,305,True,2023-03-07T20:40:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:11:27-05:00,,league,7,new_player,55600,projection_type,1,stat_type,14
397,projection,1128311,2023-03-07T13:10:00-05:00,,UTA,,,,False,8.5,Single Stat,326,True,2023-03-07T20:40:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:58:40-05:00,,league,7,new_player,58830,projection_type,2,stat_type,68
398,projection,1128313,2023-03-07T13:10:00-05:00,,UTA,,,,False,3.5,Single Stat,328,True,2023-03-07T20:40:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:58:37-05:00,,league,7,new_player,96236,projection_type,2,stat_type,68
399,projection,1128314,2023-03-07T13:10:00-05:00,,UTA,,,,False,1.5,Single Stat,330,True,2023-03-07T20:40:00-05:00,Free Throws Made,pre_game,,2023-03-07T13:59:44-05:00,,league,7,new_player,1379,projection_type,2,stat_type,68
400,projection,1127872,2023-03-07T12:00:00-05:00,,MEM,,,,False,57.5,Fantasy Score,350,True,2023-03-07T22:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:28:46-05:00,,league,7,new_player,1382,projection_type,1,stat_type,14
401,projection,1126727,2023-03-06T23:09:00-05:00,,MEM,,,,False,13.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Rebounds,pre_game,,2023-03-06T23:13:39-05:00,,league,7,new_player,1382,projection_type,2,stat_type,22
402,projection,1126734,2023-03-06T23:12:00-05:00,,MEM,,,,False,45.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T23:14:58-05:00,,league,7,new_player,1382,projection_type,2,stat_type,106
403,projection,1126711,2023-03-06T23:05:00-05:00,,MEM,,,,False,28.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-06T23:06:19-05:00,,league,7,new_player,1382,projection_type,2,stat_type,19
404,projection,1126754,2023-03-06T23:15:00-05:00,,MEM,,,,False,31.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Pts+Asts,pre_game,,2023-03-06T23:27:48-05:00,,league,7,new_player,1382,projection_type,2,stat_type,244
405,projection,1126760,2023-03-06T23:17:00-05:00,,MEM,,,,False,3.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Blks+Stls,pre_game,,2023-03-06T23:21:28-05:00,,league,7,new_player,1382,projection_type,2,stat_type,105
406,projection,1126758,2023-03-06T23:16:00-05:00,,MEM,,,,False,16.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Rebs+Asts,pre_game,,2023-03-06T23:20:36-05:00,,league,7,new_player,1382,projection_type,2,stat_type,245
407,projection,1126749,2023-03-06T23:14:00-05:00,,MEM,,,,False,42.5,Single Stat,350,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:17:51-05:00,,league,7,new_player,1382,projection_type,2,stat_type,243
408,projection,1126759,2023-03-06T23:16:00-05:00,,LAL,,,,False,10.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Rebs+Asts,pre_game,,2023-03-06T23:34:34-05:00,,league,7,new_player,25447,projection_type,2,stat_type,245
409,projection,1127873,2023-03-07T12:00:00-05:00,,LAL,,,,False,40.0,Fantasy Score,351,True,2023-03-07T22:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:30:16-05:00,,league,7,new_player,25447,projection_type,1,stat_type,14
410,projection,1126728,2023-03-06T23:09:00-05:00,,LAL,,,,False,6.0,Single Stat,351,True,2023-03-07T22:10:00-05:00,Rebounds,pre_game,,2023-03-06T23:13:47-05:00,,league,7,new_player,25447,projection_type,2,stat_type,22
411,projection,1128029,2023-03-07T12:00:00-05:00,,MEM,,,,False,3.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Rebounds,pre_game,,2023-03-07T12:50:11-05:00,,league,7,new_player,96521,projection_type,2,stat_type,22
412,projection,1126735,2023-03-06T23:12:00-05:00,,LAL,,,,False,35.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T23:14:58-05:00,,league,7,new_player,25447,projection_type,2,stat_type,106
413,projection,1128031,2023-03-07T12:00:00-05:00,,MEM,,,,False,18.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-07T12:53:15-05:00,,league,7,new_player,96521,projection_type,2,stat_type,243
414,projection,1126730,2023-03-06T23:10:00-05:00,,LAL,,,,False,4.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Assists,pre_game,,2023-03-06T23:18:08-05:00,,league,7,new_player,25447,projection_type,2,stat_type,20
415,projection,1126750,2023-03-06T23:14:00-05:00,,LAL,,,,False,30.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:17:51-05:00,,league,7,new_player,25447,projection_type,2,stat_type,243
416,projection,1126712,2023-03-06T23:05:00-05:00,,LAL,,,,False,24.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-06T23:11:33-05:00,,league,7,new_player,25447,projection_type,2,stat_type,19
417,projection,1128032,2023-03-07T12:00:00-05:00,,MEM,,,,False,16.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Pts+Asts,pre_game,,2023-03-07T12:47:58-05:00,,league,7,new_player,96521,projection_type,2,stat_type,244
418,projection,1126755,2023-03-06T23:15:00-05:00,,LAL,,,,False,29.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Pts+Asts,pre_game,,2023-03-06T23:25:39-05:00,,league,7,new_player,25447,projection_type,2,stat_type,244
419,projection,1128028,2023-03-07T12:00:00-05:00,,MEM,,,,False,14.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-07T12:46:43-05:00,,league,7,new_player,96521,projection_type,2,stat_type,19
420,projection,1128030,2023-03-07T12:00:00-05:00,,MEM,,,,False,20.5,Single Stat,351,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-07T12:48:08-05:00,,league,7,new_player,96521,projection_type,2,stat_type,106
421,projection,1126751,2023-03-06T23:14:00-05:00,,LAL,,,,False,17.5,Single Stat,352,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:27:38-05:00,,league,7,new_player,1629,projection_type,2,stat_type,243
422,projection,1127874,2023-03-07T12:00:00-05:00,,MEM,,,,False,23.5,Fantasy Score,352,True,2023-03-07T22:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:28:46-05:00,,league,7,new_player,96521,projection_type,1,stat_type,14
423,projection,1126731,2023-03-06T23:10:00-05:00,,LAL,,,,False,2.5,Single Stat,352,True,2023-03-07T22:10:00-05:00,Assists,pre_game,,2023-03-06T23:12:38-05:00,,league,7,new_player,1629,projection_type,2,stat_type,20
424,projection,1126713,2023-03-06T23:05:00-05:00,,LAL,,,,False,14.5,Single Stat,352,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-06T23:07:02-05:00,,league,7,new_player,1629,projection_type,2,stat_type,19
425,projection,1126736,2023-03-06T23:12:00-05:00,,LAL,,,,False,20.5,Single Stat,352,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T23:18:45-05:00,,league,7,new_player,1629,projection_type,2,stat_type,106
426,projection,1126756,2023-03-06T23:15:00-05:00,,LAL,,,,False,16.5,Single Stat,352,True,2023-03-07T22:10:00-05:00,Pts+Asts,pre_game,,2023-03-06T23:19:04-05:00,,league,7,new_player,1629,projection_type,2,stat_type,244
427,projection,1128443,2023-03-07T13:47:00-05:00,,LAL,,,,False,1.5,Single Stat,352,True,2023-03-07T22:00:00-05:00,3-PT Made,pre_game,,2023-03-07T14:33:48-05:00,,league,7,new_player,1629,projection_type,2,stat_type,31
428,projection,1128039,2023-03-07T12:00:00-05:00,,MEM,,,,False,8.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Rebounds,pre_game,,2023-03-07T12:47:37-05:00,,league,7,new_player,96502,projection_type,2,stat_type,22
429,projection,1128040,2023-03-07T12:00:00-05:00,,MEM,,,,False,19.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-07T12:48:08-05:00,,league,7,new_player,96502,projection_type,2,stat_type,106
430,projection,1128043,2023-03-07T12:00:00-05:00,,MEM,,,,False,10.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Rebs+Asts,pre_game,,2023-03-07T12:48:27-05:00,,league,7,new_player,96502,projection_type,2,stat_type,245
431,projection,1128041,2023-03-07T12:00:00-05:00,,MEM,,,,False,16.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-07T12:50:19-05:00,,league,7,new_player,96502,projection_type,2,stat_type,243
432,projection,1128042,2023-03-07T12:00:00-05:00,,MEM,,,,False,10.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Pts+Asts,pre_game,,2023-03-07T12:51:50-05:00,,league,7,new_player,96502,projection_type,2,stat_type,244
433,projection,1127875,2023-03-07T12:00:00-05:00,,LAL,,,,False,24.0,Fantasy Score,353,True,2023-03-07T22:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:29:33-05:00,,league,7,new_player,1629,projection_type,1,stat_type,14
434,projection,1126714,2023-03-06T23:05:00-05:00,,LAL,,,,False,19.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-06T23:09:37-05:00,,league,7,new_player,10772,projection_type,2,stat_type,19
435,projection,1126757,2023-03-06T23:15:00-05:00,,LAL,,,,False,20.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Pts+Asts,pre_game,,2023-03-07T00:05:10-05:00,,league,7,new_player,10772,projection_type,2,stat_type,244
436,projection,1126737,2023-03-06T23:12:00-05:00,,LAL,,,,False,27.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T23:19:11-05:00,,league,7,new_player,10772,projection_type,2,stat_type,106
437,projection,1128038,2023-03-07T12:00:00-05:00,,MEM,,,,False,8.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-07T12:48:10-05:00,,league,7,new_player,96502,projection_type,2,stat_type,19
438,projection,1126752,2023-03-06T23:14:00-05:00,,LAL,,,,False,26.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:21:53-05:00,,league,7,new_player,10772,projection_type,2,stat_type,243
439,projection,1126729,2023-03-06T23:09:00-05:00,,LAL,,,,False,7.0,Single Stat,353,True,2023-03-07T22:10:00-05:00,Rebounds,pre_game,,2023-03-06T23:13:40-05:00,,league,7,new_player,10772,projection_type,2,stat_type,22
440,projection,1126733,2023-03-06T23:11:00-05:00,,LAL,,,,False,1.5,Single Stat,353,True,2023-03-07T22:10:00-05:00,3-PT Made,pre_game,,2023-03-06T23:13:17-05:00,,league,7,new_player,10772,projection_type,2,stat_type,31
441,projection,1127946,2023-03-07T12:00:00-05:00,,MEM,,,,False,1.5,Single Stat,354,True,2023-03-07T22:10:00-05:00,Blks+Stls,pre_game,,2023-03-07T12:34:17-05:00,,league,7,new_player,96502,projection_type,2,stat_type,105
442,projection,1127876,2023-03-07T12:00:00-05:00,,MEM,,,,False,24.0,Fantasy Score,354,True,2023-03-07T22:10:00-05:00,Fantasy Score,pre_game,,2023-03-07T12:28:06-05:00,,league,7,new_player,96502,projection_type,1,stat_type,14
443,projection,1126732,2023-03-06T23:10:00-05:00,,LAL,,,,False,7.5,Single Stat,354,True,2023-03-07T22:10:00-05:00,Assists,pre_game,,2023-03-06T23:13:55-05:00,,league,7,new_player,2028,projection_type,2,stat_type,20
444,projection,1126715,2023-03-06T23:05:00-05:00,,LAL,,,,False,15.5,Single Stat,354,True,2023-03-07T22:10:00-05:00,Points,pre_game,,2023-03-07T09:56:55-05:00,,league,7,new_player,2028,projection_type,2,stat_type,19
445,projection,1126753,2023-03-06T23:14:00-05:00,,LAL,,,,False,18.5,Single Stat,354,True,2023-03-07T22:10:00-05:00,Pts+Rebs,pre_game,,2023-03-06T23:40:04-05:00,,league,7,new_player,2028,projection_type,2,stat_type,243
446,projection,1126738,2023-03-06T23:12:00-05:00,,LAL,,,,False,26.5,Single Stat,354,True,2023-03-07T22:10:00-05:00,Pts+Rebs+Asts,pre_game,,2023-03-06T23:14:31-05:00,,league,7,new_player,2028,projection_type,2,stat_type,106
